accX,accY,accZ,time,microseconds
-6267,5052,-1369,"2022-04-13 10:22:45",982077
-6301,5044,-1366,"2022-04-13 10:22:45",983070
-6303,5050,-1394,"2022-04-13 10:22:45",984063
-6295,5048,-1390,"2022-04-13 10:22:45",985056
-6287,5047,-1377,"2022-04-13 10:22:45",986049
-6288,5054,-1385,"2022-04-13 10:22:45",987042
-6300,5038,-1374,"2022-04-13 10:22:45",988035
-6297,5049,-1381,"2022-04-13 10:22:45",989028
-6278,5053,-1380,"2022-04-13 10:22:45",990021
-6280,5063,-1363,"2022-04-13 10:22:45",991014
-6287,5091,-1370,"2022-04-13 10:22:45",992007
-6288,5080,-1377,"2022-04-13 10:22:45",993000
-6294,5036,-1385,"2022-04-13 10:22:45",993993
-6287,5038,-1394,"2022-04-13 10:22:45",994986
-6293,5044,-1379,"2022-04-13 10:22:45",995979
-6305,5046,-1365,"2022-04-13 10:22:45",996972
-6303,5040,-1363,"2022-04-13 10:22:45",997965
-6281,5056,-1359,"2022-04-13 10:22:45",998958
-6288,5076,-1384,"2022-04-13 10:22:45",999951
-6290,5075,-1401,"2022-04-13 10:22:45",1000944
-6288,5053,-1374,"2022-04-13 10:22:45",1001937
-6306,5038,-1380,"2022-04-13 10:22:45",1002930
-6288,5033,-1352,"2022-04-13 10:22:45",1003923
-6304,5043,-1354,"2022-04-13 10:22:45",1004916
-6311,5048,-1370,"2022-04-13 10:22:45",1005909
-6268,5047,-1370,"2022-04-13 10:22:45",1006902
-6303,5075,-1388,"2022-04-13 10:22:45",1007895
-6308,5071,-1374,"2022-04-13 10:22:45",1008888
-6302,5050,-1390,"2022-04-13 10:22:45",1009881
-6281,5056,-1378,"2022-04-13 10:22:45",1010874
-6294,5050,-1363,"2022-04-13 10:22:45",1011867
-6318,5055,-1364,"2022-04-13 10:22:45",1012860
-6304,5055,-1371,"2022-04-13 10:22:45",1013853
-6287,5071,-1360,"2022-04-13 10:22:45",1014846
-6288,5067,-1354,"2022-04-13 10:22:45",1015839
-6283,5064,-1367,"2022-04-13 10:22:45",1016832
-6303,5067,-1356,"2022-04-13 10:22:45",1017825
-6300,5071,-1375,"2022-04-13 10:22:45",1018818
-6314,5064,-1364,"2022-04-13 10:22:45",1019811
-6304,5060,-1360,"2022-04-13 10:22:45",1020804
-6308,5056,-1368,"2022-04-13 10:22:45",1021797
-6278,5044,-1377,"2022-04-13 10:22:45",1022790
-6298,5046,-1377,"2022-04-13 10:22:45",1023783
-6305,5046,-1397,"2022-04-13 10:22:45",1024776
-6324,5061,-1371,"2022-04-13 10:22:45",1025769
-6297,5054,-1358,"2022-04-13 10:22:45",1026762
-6300,5030,-1360,"2022-04-13 10:22:45",1027755
-6291,5064,-1390,"2022-04-13 10:22:45",1028748
-6299,5054,-1398,"2022-04-13 10:22:45",1029741
-6295,5046,-1379,"2022-04-13 10:22:45",1030734
-6298,5049,-1379,"2022-04-13 10:22:45",1031727
-6294,5064,-1374,"2022-04-13 10:22:45",1032720
-6293,5048,-1368,"2022-04-13 10:22:45",1033713
-6290,5039,-1378,"2022-04-13 10:22:45",1034706
-6298,5054,-1389,"2022-04-13 10:22:45",1035699
-6300,5064,-1376,"2022-04-13 10:22:45",1036692
-6283,5041,-1376,"2022-04-13 10:22:45",1037685
-6296,5030,-1388,"2022-04-13 10:22:45",1038678
-6273,5060,-1387,"2022-04-13 10:22:45",1039671
-6279,5060,-1386,"2022-04-13 10:22:45",1040664
-6278,5046,-1390,"2022-04-13 10:22:45",1041657
-6250,5059,-1369,"2022-04-13 10:22:45",1042650
-6285,5052,-1374,"2022-04-13 10:22:45",1043643
-6296,5052,-1365,"2022-04-13 10:22:45",1044636
-6273,5067,-1394,"2022-04-13 10:22:45",1045629
-6254,5054,-1378,"2022-04-13 10:22:45",1046622
-6299,5064,-1365,"2022-04-13 10:22:45",1047615
-6293,5047,-1380,"2022-04-13 10:22:45",1048608
-6295,5053,-1388,"2022-04-13 10:22:45",1049601
-6298,5039,-1406,"2022-04-13 10:22:45",1050594
-6296,5034,-1364,"2022-04-13 10:22:45",1051587
-6294,5046,-1391,"2022-04-13 10:22:45",1052580
-6298,5035,-1381,"2022-04-13 10:22:45",1053573
-6286,5060,-1379,"2022-04-13 10:22:45",1054566
-6272,5069,-1395,"2022-04-13 10:22:45",1055559
-6311,5041,-1381,"2022-04-13 10:22:45",1056552
-6289,5034,-1359,"2022-04-13 10:22:45",1057545
-6298,5060,-1363,"2022-04-13 10:22:45",1058538
-6281,5061,-1402,"2022-04-13 10:22:45",1059531
-6301,5036,-1394,"2022-04-13 10:22:45",1060524
-6315,5055,-1377,"2022-04-13 10:22:45",1061517
-6314,5044,-1362,"2022-04-13 10:22:45",1062510
-6310,5035,-1387,"2022-04-13 10:22:45",1063503
-6298,5054,-1404,"2022-04-13 10:22:45",1064496
-6302,5050,-1398,"2022-04-13 10:22:45",1065489
-6277,5070,-1406,"2022-04-13 10:22:45",1066482
-6281,5051,-1379,"2022-04-13 10:22:45",1067475
-6299,5050,-1385,"2022-04-13 10:22:45",1068468
-6310,5065,-1394,"2022-04-13 10:22:45",1069461
-6286,5036,-1372,"2022-04-13 10:22:45",1070454
-6298,5050,-1387,"2022-04-13 10:22:45",1071447
-6321,5036,-1380,"2022-04-13 10:22:45",1072440
-6308,5060,-1381,"2022-04-13 10:22:45",1073433
-6287,5068,-1367,"2022-04-13 10:22:45",1074426
-6320,5035,-1365,"2022-04-13 10:22:45",1075419
-6294,5052,-1374,"2022-04-13 10:22:45",1076412
-6277,5043,-1379,"2022-04-13 10:22:45",1077405
-6295,5039,-1390,"2022-04-13 10:22:45",1078398
-6325,5027,-1359,"2022-04-13 10:22:45",1079391
-6308,5048,-1372,"2022-04-13 10:22:45",1080384
-6318,5054,-1380,"2022-04-13 10:22:45",1081377
-6304,5058,-1398,"2022-04-13 10:22:45",1082370
-6297,5046,-1370,"2022-04-13 10:22:45",1083363
-6284,5055,-1387,"2022-04-13 10:22:45",1084356
-6295,5071,-1414,"2022-04-13 10:22:45",1085349
-6288,5045,-1390,"2022-04-13 10:22:45",1086342
-6288,5042,-1376,"2022-04-13 10:22:45",1087335
-6297,5028,-1375,"2022-04-13 10:22:45",1088328
-6296,5030,-1384,"2022-04-13 10:22:45",1089321
-6298,5034,-1360,"2022-04-13 10:22:45",1090314
-6278,5040,-1352,"2022-04-13 10:22:45",1091307
-6284,5040,-1400,"2022-04-13 10:22:45",1092300
-6293,5031,-1374,"2022-04-13 10:22:45",1093293
-6312,5022,-1357,"2022-04-13 10:22:45",1094286
-6294,5028,-1360,"2022-04-13 10:22:45",1095279
-6278,5052,-1350,"2022-04-13 10:22:45",1096272
-6286,5033,-1358,"2022-04-13 10:22:45",1097265
-6268,5050,-1378,"2022-04-13 10:22:45",1098258
-6288,5046,-1360,"2022-04-13 10:22:45",1099251
-6284,5036,-1392,"2022-04-13 10:22:45",1100244
-6290,5019,-1401,"2022-04-13 10:22:45",1101237
-6295,5031,-1370,"2022-04-13 10:22:45",1102230
-6298,5034,-1364,"2022-04-13 10:22:45",1103223
-6290,5066,-1370,"2022-04-13 10:22:45",1104216
-6300,5072,-1374,"2022-04-13 10:22:45",1105209
-6305,5052,-1339,"2022-04-13 10:22:45",1106202
-6288,5060,-1373,"2022-04-13 10:22:45",1107195
-6290,5060,-1374,"2022-04-13 10:22:45",1108188
-6272,5063,-1376,"2022-04-13 10:22:45",1109181
-6290,5051,-1375,"2022-04-13 10:22:45",1110174
-6308,5040,-1353,"2022-04-13 10:22:45",1111167
-6297,5050,-1370,"2022-04-13 10:22:45",1112160
-6297,5050,-1371,"2022-04-13 10:22:45",1113153
-6296,5052,-1349,"2022-04-13 10:22:45",1114146
-6297,5060,-1368,"2022-04-13 10:22:45",1115139
-6291,5048,-1399,"2022-04-13 10:22:45",1116132
-6298,5036,-1380,"2022-04-13 10:22:45",1117125
-6291,5041,-1354,"2022-04-13 10:22:45",1118118
-6295,5044,-1374,"2022-04-13 10:22:45",1119111
-6290,5044,-1372,"2022-04-13 10:22:45",1120104
-6259,5055,-1387,"2022-04-13 10:22:45",1121097
-6284,5070,-1381,"2022-04-13 10:22:45",1122090
-6274,5052,-1383,"2022-04-13 10:22:45",1123083
-6292,5043,-1387,"2022-04-13 10:22:45",1124076
-6288,5055,-1390,"2022-04-13 10:22:45",1125069
-6304,5064,-1376,"2022-04-13 10:22:45",1126062
-6298,5068,-1359,"2022-04-13 10:22:45",1127055
-6283,5059,-1365,"2022-04-13 10:22:45",1128048
-6287,5044,-1356,"2022-04-13 10:22:45",1129041
-6293,5068,-1360,"2022-04-13 10:22:45",1130034
-6295,5039,-1350,"2022-04-13 10:22:45",1131027
-6301,5023,-1370,"2022-04-13 10:22:45",1132020
-6308,5032,-1345,"2022-04-13 10:22:45",1133013
-6305,5038,-1359,"2022-04-13 10:22:45",1134006
-6280,5048,-1380,"2022-04-13 10:22:45",1134999
-6279,5053,-1404,"2022-04-13 10:22:45",1135992
-6277,5046,-1370,"2022-04-13 10:22:45",1136985
-6262,5050,-1351,"2022-04-13 10:22:45",1137978
-6272,5038,-1370,"2022-04-13 10:22:45",1138971
-6291,5044,-1353,"2022-04-13 10:22:45",1139964
-6303,5050,-1362,"2022-04-13 10:22:45",1140957
-6298,5072,-1391,"2022-04-13 10:22:45",1141950
-6308,5064,-1392,"2022-04-13 10:22:45",1142943
-6298,5037,-1344,"2022-04-13 10:22:45",1143936
-6293,5033,-1370,"2022-04-13 10:22:45",1144929
-6304,5039,-1380,"2022-04-13 10:22:45",1145922
-6295,5071,-1357,"2022-04-13 10:22:45",1146915
-6288,5070,-1363,"2022-04-13 10:22:45",1147908
-6284,5064,-1350,"2022-04-13 10:22:45",1148901
-6318,5023,-1354,"2022-04-13 10:22:45",1149894
-6294,5016,-1370,"2022-04-13 10:22:45",1150887
-6284,5049,-1368,"2022-04-13 10:22:45",1151880
-6284,5044,-1370,"2022-04-13 10:22:45",1152873
-6294,5044,-1360,"2022-04-13 10:22:45",1153866
-6308,5060,-1375,"2022-04-13 10:22:45",1154859
-6282,5065,-1354,"2022-04-13 10:22:45",1155852
-6288,5054,-1369,"2022-04-13 10:22:45",1156845
-6289,5050,-1364,"2022-04-13 10:22:45",1157838
-6289,5064,-1365,"2022-04-13 10:22:45",1158831
-6296,5058,-1366,"2022-04-13 10:22:45",1159824
-6304,5029,-1365,"2022-04-13 10:22:45",1160817
-6313,5046,-1373,"2022-04-13 10:22:45",1161810
-6299,5038,-1365,"2022-04-13 10:22:45",1162803
-6298,5050,-1336,"2022-04-13 10:22:45",1163796
-6297,5071,-1352,"2022-04-13 10:22:45",1164789
-6318,5056,-1363,"2022-04-13 10:22:45",1165782
-6315,5060,-1362,"2022-04-13 10:22:45",1166775
-6321,5038,-1387,"2022-04-13 10:22:45",1167768
-6295,5041,-1367,"2022-04-13 10:22:45",1168761
-6298,5054,-1370,"2022-04-13 10:22:45",1169754
-6309,5049,-1357,"2022-04-13 10:22:45",1170747
-6336,5063,-1350,"2022-04-13 10:22:45",1171740
-6300,5059,-1364,"2022-04-13 10:22:45",1172733
-6278,5070,-1355,"2022-04-13 10:22:45",1173726
-6304,5056,-1378,"2022-04-13 10:22:45",1174719
-6308,5048,-1395,"2022-04-13 10:22:45",1175712
-6298,5068,-1382,"2022-04-13 10:22:45",1176705
-6296,5077,-1372,"2022-04-13 10:22:45",1177698
-6284,5062,-1392,"2022-04-13 10:22:45",1178691
-6294,5042,-1375,"2022-04-13 10:22:45",1179684
-6298,5062,-1354,"2022-04-13 10:22:45",1180677
-6272,5064,-1382,"2022-04-13 10:22:45",1181670
-6301,5071,-1388,"2022-04-13 10:22:45",1182663
-6308,5086,-1380,"2022-04-13 10:22:45",1183656
-6294,5075,-1346,"2022-04-13 10:22:45",1184649
-6284,5070,-1372,"2022-04-13 10:22:45",1185642
-6268,5055,-1362,"2022-04-13 10:22:45",1186635
-6280,5054,-1344,"2022-04-13 10:22:45",1187628
-6309,5026,-1379,"2022-04-13 10:22:45",1188621
-6315,5046,-1376,"2022-04-13 10:22:45",1189614
-6298,5038,-1356,"2022-04-13 10:22:45",1190607
-6283,5039,-1380,"2022-04-13 10:22:45",1191600
-6286,5061,-1354,"2022-04-13 10:22:45",1192593
-6295,5056,-1362,"2022-04-13 10:22:45",1193586
-6278,5043,-1361,"2022-04-13 10:22:45",1194579
-6280,5054,-1370,"2022-04-13 10:22:45",1195572
-6262,5052,-1371,"2022-04-13 10:22:45",1196565
-6263,5050,-1390,"2022-04-13 10:22:45",1197558
-6292,5053,-1365,"2022-04-13 10:22:45",1198551
-6308,5054,-1376,"2022-04-13 10:22:45",1199544
-6308,5059,-1369,"2022-04-13 10:22:45",1200537
-6292,5038,-1374,"2022-04-13 10:22:45",1201530
-6287,5056,-1374,"2022-04-13 10:22:45",1202523
-6293,5057,-1376,"2022-04-13 10:22:45",1203516
-6287,5022,-1374,"2022-04-13 10:22:45",1204509
-6298,5034,-1375,"2022-04-13 10:22:45",1205502
-6281,5036,-1389,"2022-04-13 10:22:45",1206495
-6305,5052,-1359,"2022-04-13 10:22:45",1207488
-6315,5074,-1359,"2022-04-13 10:22:45",1208481
-6302,5075,-1377,"2022-04-13 10:22:45",1209474
-6278,5045,-1354,"2022-04-13 10:22:45",1210467
-6284,5038,-1377,"2022-04-13 10:22:45",1211460
-6274,5046,-1370,"2022-04-13 10:22:45",1212453
-6263,5036,-1372,"2022-04-13 10:22:45",1213446
-6292,5062,-1366,"2022-04-13 10:22:45",1214439
-6304,5040,-1346,"2022-04-13 10:22:45",1215432
-6290,5052,-1340,"2022-04-13 10:22:45",1216425
-6292,5073,-1353,"2022-04-13 10:22:45",1217418
-6299,5055,-1374,"2022-04-13 10:22:45",1218411
-6314,5039,-1350,"2022-04-13 10:22:45",1219404
-6299,5057,-1354,"2022-04-13 10:22:45",1220397
-6288,5032,-1355,"2022-04-13 10:22:45",1221390
-6305,5019,-1348,"2022-04-13 10:22:45",1222383
-6314,5031,-1344,"2022-04-13 10:22:45",1223376
-6297,5028,-1340,"2022-04-13 10:22:45",1224369
-6288,5071,-1355,"2022-04-13 10:22:45",1225362
-6296,5054,-1372,"2022-04-13 10:22:45",1226355
-6293,5033,-1382,"2022-04-13 10:22:45",1227348
-6312,5056,-1367,"2022-04-13 10:22:45",1228341
-6299,5054,-1362,"2022-04-13 10:22:45",1229334
-6310,5034,-1360,"2022-04-13 10:22:45",1230327
-6298,5050,-1375,"2022-04-13 10:22:45",1231320
-6309,5057,-1385,"2022-04-13 10:22:45",1232313
-6293,5033,-1394,"2022-04-13 10:22:45",1233306
-6307,5038,-1358,"2022-04-13 10:22:45",1234299
-6294,5007,-1340,"2022-04-13 10:22:45",1235292
-6298,5046,-1358,"2022-04-13 10:22:45",1236285
-6302,5042,-1358,"2022-04-13 10:22:45",1237278
-6287,5032,-1389,"2022-04-13 10:22:45",1238271
-6284,5036,-1349,"2022-04-13 10:22:45",1239264
-6298,5041,-1331,"2022-04-13 10:22:45",1240257
-6267,5037,-1345,"2022-04-13 10:22:45",1241250
-6294,5046,-1355,"2022-04-13 10:22:45",1242243
-6292,5039,-1356,"2022-04-13 10:22:45",1243236
-6292,5059,-1361,"2022-04-13 10:22:45",1244229
-6299,5062,-1356,"2022-04-13 10:22:45",1245222
-6273,5051,-1369,"2022-04-13 10:22:45",1246215
-6305,5030,-1377,"2022-04-13 10:22:45",1247208
-6273,5020,-1371,"2022-04-13 10:22:45",1248201
-6281,5052,-1386,"2022-04-13 10:22:45",1249194
-6298,5032,-1362,"2022-04-13 10:22:45",1250187
-6286,5020,-1355,"2022-04-13 10:22:45",1251180
-6297,5021,-1344,"2022-04-13 10:22:45",1252173
-6297,5046,-1367,"2022-04-13 10:22:45",1253166
-6283,5034,-1384,"2022-04-13 10:22:45",1254159
-6288,5000,-1371,"2022-04-13 10:22:45",1255152
-6310,5026,-1374,"2022-04-13 10:22:45",1256145
-6289,5052,-1365,"2022-04-13 10:22:45",1257138
-6285,5046,-1394,"2022-04-13 10:22:45",1258131
-6296,5043,-1346,"2022-04-13 10:22:45",1259124
-6308,5024,-1384,"2022-04-13 10:22:45",1260117
-6288,5024,-1364,"2022-04-13 10:22:45",1261110
-6321,5018,-1380,"2022-04-13 10:22:45",1262103
-6287,5028,-1362,"2022-04-13 10:22:45",1263096
-6278,5036,-1371,"2022-04-13 10:22:45",1264089
-6306,5038,-1394,"2022-04-13 10:22:45",1265082
-6316,5042,-1381,"2022-04-13 10:22:45",1266075
-6300,5029,-1365,"2022-04-13 10:22:45",1267068
-6272,5026,-1379,"2022-04-13 10:22:45",1268061
-6302,5040,-1362,"2022-04-13 10:22:45",1269054
-6279,5057,-1357,"2022-04-13 10:22:45",1270047
-6294,5034,-1370,"2022-04-13 10:22:45",1271040
-6305,5057,-1345,"2022-04-13 10:22:45",1272033
-6313,5056,-1360,"2022-04-13 10:22:45",1273026
-6293,5030,-1359,"2022-04-13 10:22:45",1274019
-6298,5039,-1361,"2022-04-13 10:22:45",1275012
-6294,5054,-1361,"2022-04-13 10:22:45",1276005
-6299,5029,-1355,"2022-04-13 10:22:45",1276998
-6289,5036,-1371,"2022-04-13 10:22:45",1277991
-6278,5056,-1383,"2022-04-13 10:22:45",1278984
-6303,5046,-1351,"2022-04-13 10:22:45",1279977
-6295,5028,-1344,"2022-04-13 10:22:45",1280970
-6292,5045,-1346,"2022-04-13 10:22:45",1281963
-6300,5052,-1350,"2022-04-13 10:22:45",1282956
-6309,5059,-1342,"2022-04-13 10:22:45",1283949
-6298,5038,-1366,"2022-04-13 10:22:45",1284942
-6295,5021,-1398,"2022-04-13 10:22:45",1285935
-6312,5038,-1399,"2022-04-13 10:22:45",1286928
-6300,5063,-1365,"2022-04-13 10:22:45",1287921
-6301,5037,-1370,"2022-04-13 10:22:45",1288914
-6296,5061,-1351,"2022-04-13 10:22:45",1289907
-6298,5036,-1382,"2022-04-13 10:22:45",1290900
-6306,5050,-1388,"2022-04-13 10:22:45",1291893
-6288,5046,-1382,"2022-04-13 10:22:45",1292886
-6312,5045,-1347,"2022-04-13 10:22:45",1293879
-6298,5053,-1344,"2022-04-13 10:22:45",1294872
-6309,5051,-1346,"2022-04-13 10:22:45",1295865
-6308,5040,-1352,"2022-04-13 10:22:45",1296858
-6297,5062,-1346,"2022-04-13 10:22:45",1297851
-6300,5043,-1345,"2022-04-13 10:22:45",1298844
-6288,5037,-1374,"2022-04-13 10:22:45",1299837
-6293,5050,-1410,"2022-04-13 10:22:45",1300830
-6277,5046,-1394,"2022-04-13 10:22:45",1301823
-6274,5055,-1356,"2022-04-13 10:22:45",1302816
-6269,5055,-1341,"2022-04-13 10:22:45",1303809
-6284,5060,-1374,"2022-04-13 10:22:45",1304802
-6303,5058,-1351,"2022-04-13 10:22:45",1305795
-6272,5022,-1365,"2022-04-13 10:22:45",1306788
-6278,5031,-1376,"2022-04-13 10:22:45",1307781
-6284,5037,-1378,"2022-04-13 10:22:45",1308774
-6288,5058,-1379,"2022-04-13 10:22:45",1309767
-6298,5054,-1365,"2022-04-13 10:22:45",1310760
-6283,5034,-1350,"2022-04-13 10:22:45",1311753
-6289,5043,-1366,"2022-04-13 10:22:45",1312746
-6285,5054,-1380,"2022-04-13 10:22:45",1313739
-6281,5063,-1378,"2022-04-13 10:22:45",1314732
-6296,5044,-1350,"2022-04-13 10:22:45",1315725
-6298,5034,-1350,"2022-04-13 10:22:45",1316718
-6286,5032,-1376,"2022-04-13 10:22:45",1317711
-6320,5052,-1370,"2022-04-13 10:22:45",1318704
-6283,5061,-1345,"2022-04-13 10:22:45",1319697
-6274,5052,-1374,"2022-04-13 10:22:45",1320690
-6298,5047,-1369,"2022-04-13 10:22:45",1321683
-6288,5045,-1377,"2022-04-13 10:22:45",1322676
-6296,5066,-1355,"2022-04-13 10:22:45",1323669
-6283,5052,-1346,"2022-04-13 10:22:45",1324662
-6294,5051,-1341,"2022-04-13 10:22:45",1325655
-6274,5036,-1356,"2022-04-13 10:22:45",1326648
-6283,5036,-1388,"2022-04-13 10:22:45",1327641
-6288,5059,-1378,"2022-04-13 10:22:45",1328634
-6285,5055,-1354,"2022-04-13 10:22:45",1329627
-6260,5049,-1344,"2022-04-13 10:22:45",1330620
-6268,5057,-1364,"2022-04-13 10:22:45",1331613
-6284,5047,-1374,"2022-04-13 10:22:45",1332606
-6288,5052,-1372,"2022-04-13 10:22:45",1333599
-6284,5039,-1360,"2022-04-13 10:22:45",1334592
-6279,5046,-1349,"2022-04-13 10:22:45",1335585
-6312,5046,-1370,"2022-04-13 10:22:45",1336578
-6293,5025,-1383,"2022-04-13 10:22:45",1337571
-6295,5045,-1379,"2022-04-13 10:22:45",1338564
-6320,5069,-1345,"2022-04-13 10:22:45",1339557
-6289,5034,-1356,"2022-04-13 10:22:45",1340550
-6307,5040,-1355,"2022-04-13 10:22:45",1341543
-6274,5041,-1360,"2022-04-13 10:22:45",1342536
-6296,5038,-1360,"2022-04-13 10:22:45",1343529
-6264,5052,-1372,"2022-04-13 10:22:45",1344522
-6284,5046,-1364,"2022-04-13 10:22:45",1345515
-6289,5021,-1360,"2022-04-13 10:22:45",1346508
-6298,5050,-1356,"2022-04-13 10:22:45",1347501
-6293,5061,-1370,"2022-04-13 10:22:45",1348494
-6289,5033,-1339,"2022-04-13 10:22:45",1349487
-6309,5046,-1346,"2022-04-13 10:22:45",1350480
-6307,5065,-1360,"2022-04-13 10:22:45",1351473
-6283,5054,-1369,"2022-04-13 10:22:45",1352466
-6282,5058,-1340,"2022-04-13 10:22:45",1353459
-6304,5043,-1368,"2022-04-13 10:22:45",1354452
-6310,5058,-1356,"2022-04-13 10:22:45",1355445
-6296,5038,-1362,"2022-04-13 10:22:45",1356438
-6298,5012,-1350,"2022-04-13 10:22:45",1357431
-6289,5042,-1360,"2022-04-13 10:22:45",1358424
-6278,5049,-1375,"2022-04-13 10:22:45",1359417
-6280,5064,-1349,"2022-04-13 10:22:45",1360410
-6300,5060,-1377,"2022-04-13 10:22:45",1361403
-6303,5070,-1391,"2022-04-13 10:22:45",1362396
-6308,5074,-1374,"2022-04-13 10:22:45",1363389
-6300,5068,-1357,"2022-04-13 10:22:45",1364382
-6287,5035,-1344,"2022-04-13 10:22:45",1365375
-6284,5048,-1369,"2022-04-13 10:22:45",1366368
-6290,5053,-1351,"2022-04-13 10:22:45",1367361
-6278,5055,-1370,"2022-04-13 10:22:45",1368354
-6282,5052,-1356,"2022-04-13 10:22:45",1369347
-6288,5054,-1357,"2022-04-13 10:22:45",1370340
-6291,5036,-1354,"2022-04-13 10:22:45",1371333
-6290,5036,-1349,"2022-04-13 10:22:45",1372326
-6274,5044,-1360,"2022-04-13 10:22:45",1373319
-6263,5049,-1365,"2022-04-13 10:22:45",1374312
-6283,5039,-1374,"2022-04-13 10:22:45",1375305
-6288,5044,-1386,"2022-04-13 10:22:45",1376298
-6272,5031,-1358,"2022-04-13 10:22:45",1377291
-6289,5022,-1373,"2022-04-13 10:22:45",1378284
-6298,5018,-1376,"2022-04-13 10:22:45",1379277
-6291,5044,-1375,"2022-04-13 10:22:45",1380270
-6302,5071,-1362,"2022-04-13 10:22:45",1381263
-6289,5074,-1367,"2022-04-13 10:22:45",1382256
-6288,5029,-1363,"2022-04-13 10:22:45",1383249
-6288,5051,-1373,"2022-04-13 10:22:45",1384242
-6298,5056,-1350,"2022-04-13 10:22:45",1385235
-6288,5030,-1344,"2022-04-13 10:22:45",1386228
-6275,5062,-1369,"2022-04-13 10:22:45",1387221
-6293,5054,-1365,"2022-04-13 10:22:45",1388214
-6278,5062,-1368,"2022-04-13 10:22:45",1389207
-6280,5035,-1380,"2022-04-13 10:22:45",1390200
-6307,5018,-1369,"2022-04-13 10:22:45",1391193
-6300,5034,-1352,"2022-04-13 10:22:45",1392186
-6300,5051,-1341,"2022-04-13 10:22:45",1393179
-6297,5036,-1350,"2022-04-13 10:22:45",1394172
-6288,5030,-1365,"2022-04-13 10:22:45",1395165
-6308,5030,-1352,"2022-04-13 10:22:45",1396158
-6295,5034,-1361,"2022-04-13 10:22:45",1397151
-6267,5030,-1354,"2022-04-13 10:22:45",1398144
-6276,5043,-1356,"2022-04-13 10:22:45",1399137
-6298,5087,-1372,"2022-04-13 10:22:45",1400130
-6284,5074,-1355,"2022-04-13 10:22:45",1401123
-6295,5070,-1356,"2022-04-13 10:22:45",1402116
-6308,5056,-1353,"2022-04-13 10:22:45",1403109
-6300,5060,-1367,"2022-04-13 10:22:45",1404102
-6286,5063,-1361,"2022-04-13 10:22:45",1405095
-6299,5062,-1345,"2022-04-13 10:22:45",1406088
-6278,5038,-1367,"2022-04-13 10:22:45",1407081
-6283,5044,-1380,"2022-04-13 10:22:45",1408074
-6285,5059,-1352,"2022-04-13 10:22:45",1409067
-6278,5055,-1371,"2022-04-13 10:22:45",1410060
-6269,5084,-1377,"2022-04-13 10:22:45",1411053
-6288,5068,-1364,"2022-04-13 10:22:45",1412046
-6299,5040,-1358,"2022-04-13 10:22:45",1413039
-6312,5055,-1360,"2022-04-13 10:22:45",1414032
-6287,5062,-1332,"2022-04-13 10:22:45",1415025
-6298,5074,-1356,"2022-04-13 10:22:45",1416018
-6301,5026,-1354,"2022-04-13 10:22:45",1417011
-6284,5044,-1367,"2022-04-13 10:22:45",1418004
-6281,5046,-1382,"2022-04-13 10:22:45",1418997
-6298,5054,-1366,"2022-04-13 10:22:45",1419990
-6298,5054,-1368,"2022-04-13 10:22:45",1420983
-6280,5059,-1349,"2022-04-13 10:22:45",1421976
-6303,5047,-1327,"2022-04-13 10:22:45",1422969
-6312,5051,-1328,"2022-04-13 10:22:45",1423962
-6292,5038,-1367,"2022-04-13 10:22:45",1424955
-6296,5044,-1359,"2022-04-13 10:22:45",1425948
-6299,5044,-1365,"2022-04-13 10:22:45",1426941
-6304,5064,-1361,"2022-04-13 10:22:45",1427934
-6308,5064,-1356,"2022-04-13 10:22:45",1428927
-6303,5054,-1366,"2022-04-13 10:22:45",1429920
-6299,5055,-1356,"2022-04-13 10:22:45",1430913
-6304,5054,-1351,"2022-04-13 10:22:45",1431906
-6308,5031,-1336,"2022-04-13 10:22:45",1432899
-6289,5057,-1357,"2022-04-13 10:22:45",1433892
-6282,5051,-1350,"2022-04-13 10:22:45",1434885
-6284,5045,-1369,"2022-04-13 10:22:45",1435878
-6292,5050,-1370,"2022-04-13 10:22:45",1436871
-6271,5046,-1348,"2022-04-13 10:22:45",1437864
-6289,5058,-1360,"2022-04-13 10:22:45",1438857
-6315,5046,-1350,"2022-04-13 10:22:45",1439850
-6284,5068,-1356,"2022-04-13 10:22:45",1440843
-6288,5042,-1375,"2022-04-13 10:22:45",1441836
-6307,5049,-1366,"2022-04-13 10:22:45",1442829
-6308,5052,-1386,"2022-04-13 10:22:45",1443822
-6284,5035,-1351,"2022-04-13 10:22:45",1444815
-6304,5030,-1361,"2022-04-13 10:22:45",1445808
-6280,5030,-1370,"2022-04-13 10:22:45",1446801
-6267,5028,-1379,"2022-04-13 10:22:45",1447794
-6288,5070,-1390,"2022-04-13 10:22:45",1448787
-6287,5070,-1363,"2022-04-13 10:22:45",1449780
-6286,5040,-1373,"2022-04-13 10:22:45",1450773
-6304,5047,-1334,"2022-04-13 10:22:45",1451766
-6268,5052,-1367,"2022-04-13 10:22:45",1452759
-6272,5036,-1390,"2022-04-13 10:22:45",1453752
-6286,5039,-1374,"2022-04-13 10:22:45",1454745
-6295,5054,-1361,"2022-04-13 10:22:45",1455738
-6298,5042,-1355,"2022-04-13 10:22:45",1456731
-6298,5050,-1357,"2022-04-13 10:22:45",1457724
-6290,5031,-1387,"2022-04-13 10:22:45",1458717
-6283,5062,-1362,"2022-04-13 10:22:45",1459710
