accX,accY,accZ,time,microseconds
-6302,5052,-1372,"2022-04-13 10:22:45",486570
-6326,5035,-1380,"2022-04-13 10:22:45",487563
-6310,5028,-1376,"2022-04-13 10:22:45",488556
-6321,5046,-1376,"2022-04-13 10:22:45",489549
-6307,5060,-1362,"2022-04-13 10:22:45",490542
-6298,5074,-1386,"2022-04-13 10:22:45",491535
-6308,5039,-1387,"2022-04-13 10:22:45",492528
-6301,5035,-1372,"2022-04-13 10:22:45",493521
-6314,5024,-1379,"2022-04-13 10:22:45",494514
-6288,5036,-1379,"2022-04-13 10:22:45",495507
-6293,5048,-1390,"2022-04-13 10:22:45",496500
-6316,5056,-1371,"2022-04-13 10:22:45",497493
-6302,5036,-1350,"2022-04-13 10:22:45",498486
-6294,5046,-1347,"2022-04-13 10:22:45",499479
-6306,5038,-1362,"2022-04-13 10:22:45",500472
-6301,5054,-1353,"2022-04-13 10:22:45",501465
-6308,5035,-1353,"2022-04-13 10:22:45",502458
-6298,5059,-1354,"2022-04-13 10:22:45",503451
-6309,5046,-1385,"2022-04-13 10:22:45",504444
-6323,5049,-1395,"2022-04-13 10:22:45",505437
-6298,5070,-1381,"2022-04-13 10:22:45",506430
-6302,5052,-1364,"2022-04-13 10:22:45",507423
-6293,5027,-1364,"2022-04-13 10:22:45",508416
-6282,5047,-1351,"2022-04-13 10:22:45",509409
-6308,5034,-1393,"2022-04-13 10:22:45",510402
-6298,5041,-1394,"2022-04-13 10:22:45",511395
-6325,5039,-1362,"2022-04-13 10:22:45",512388
-6311,5018,-1353,"2022-04-13 10:22:45",513381
-6295,5029,-1357,"2022-04-13 10:22:45",514374
-6308,5053,-1370,"2022-04-13 10:22:45",515367
-6325,5064,-1385,"2022-04-13 10:22:45",516360
-6304,5035,-1391,"2022-04-13 10:22:45",517353
-6295,5038,-1370,"2022-04-13 10:22:45",518346
-6284,5055,-1355,"2022-04-13 10:22:45",519339
-6298,5038,-1349,"2022-04-13 10:22:45",520332
-6306,5028,-1376,"2022-04-13 10:22:45",521325
-6295,5046,-1377,"2022-04-13 10:22:45",522318
-6304,5015,-1381,"2022-04-13 10:22:45",523311
-6289,5053,-1368,"2022-04-13 10:22:45",524304
-6284,5029,-1388,"2022-04-13 10:22:45",525297
-6293,5023,-1370,"2022-04-13 10:22:45",526290
-6285,5063,-1403,"2022-04-13 10:22:45",527283
-6302,5040,-1410,"2022-04-13 10:22:45",528276
-6288,5037,-1381,"2022-04-13 10:22:45",529269
-6294,5054,-1371,"2022-04-13 10:22:45",530262
-6296,5058,-1376,"2022-04-13 10:22:45",531255
-6294,5030,-1367,"2022-04-13 10:22:45",532248
-6303,5004,-1374,"2022-04-13 10:22:45",533241
-6308,5051,-1390,"2022-04-13 10:22:45",534234
-6300,5061,-1374,"2022-04-13 10:22:45",535227
-6297,5044,-1364,"2022-04-13 10:22:45",536220
-6296,5037,-1368,"2022-04-13 10:22:45",537213
-6310,5038,-1360,"2022-04-13 10:22:45",538206
-6288,5054,-1392,"2022-04-13 10:22:45",539199
-6280,5054,-1378,"2022-04-13 10:22:45",540192
-6268,5038,-1355,"2022-04-13 10:22:45",541185
-6336,5054,-1370,"2022-04-13 10:22:45",542178
-6308,5053,-1358,"2022-04-13 10:22:45",543171
-6283,5060,-1380,"2022-04-13 10:22:45",544164
-6278,5060,-1366,"2022-04-13 10:22:45",545157
-6285,5046,-1362,"2022-04-13 10:22:45",546150
-6294,5062,-1366,"2022-04-13 10:22:45",547143
-6298,5064,-1381,"2022-04-13 10:22:45",548136
-6298,5036,-1368,"2022-04-13 10:22:45",549129
-6298,5041,-1359,"2022-04-13 10:22:45",550122
-6298,5038,-1365,"2022-04-13 10:22:45",551115
-6313,5022,-1381,"2022-04-13 10:22:45",552108
-6298,5034,-1392,"2022-04-13 10:22:45",553101
-6306,5076,-1390,"2022-04-13 10:22:45",554094
-6290,5042,-1390,"2022-04-13 10:22:45",555087
-6296,5028,-1389,"2022-04-13 10:22:45",556080
-6306,5061,-1384,"2022-04-13 10:22:45",557073
-6282,5064,-1397,"2022-04-13 10:22:45",558066
-6272,5050,-1394,"2022-04-13 10:22:45",559059
-6278,5028,-1380,"2022-04-13 10:22:45",560052
-6269,5055,-1354,"2022-04-13 10:22:45",561045
-6288,5063,-1367,"2022-04-13 10:22:45",562038
-6306,5043,-1366,"2022-04-13 10:22:45",563031
-6285,5064,-1353,"2022-04-13 10:22:45",564024
-6304,5046,-1360,"2022-04-13 10:22:45",565017
-6289,5044,-1375,"2022-04-13 10:22:45",566010
-6286,5044,-1359,"2022-04-13 10:22:45",567003
-6332,5035,-1364,"2022-04-13 10:22:45",567996
-6289,5028,-1342,"2022-04-13 10:22:45",568989
-6284,5044,-1346,"2022-04-13 10:22:45",569982
-6281,5060,-1358,"2022-04-13 10:22:45",570975
-6307,5064,-1355,"2022-04-13 10:22:45",571968
-6304,5065,-1360,"2022-04-13 10:22:45",572961
-6305,5042,-1330,"2022-04-13 10:22:45",573954
-6298,5047,-1378,"2022-04-13 10:22:45",574947
-6322,5075,-1370,"2022-04-13 10:22:45",575940
-6299,5054,-1357,"2022-04-13 10:22:45",576933
-6308,5046,-1354,"2022-04-13 10:22:45",577926
-6330,5059,-1370,"2022-04-13 10:22:45",578919
-6305,5053,-1370,"2022-04-13 10:22:45",579912
-6278,5058,-1327,"2022-04-13 10:22:45",580905
-6288,5058,-1350,"2022-04-13 10:22:45",581898
-6310,5044,-1355,"2022-04-13 10:22:45",582891
-6303,5064,-1366,"2022-04-13 10:22:45",583884
-6293,5063,-1340,"2022-04-13 10:22:45",584877
-6288,5042,-1339,"2022-04-13 10:22:45",585870
-6308,5066,-1372,"2022-04-13 10:22:45",586863
-6309,5076,-1394,"2022-04-13 10:22:45",587856
-6312,5054,-1390,"2022-04-13 10:22:45",588849
-6298,5040,-1352,"2022-04-13 10:22:45",589842
-6303,5054,-1352,"2022-04-13 10:22:45",590835
-6303,5059,-1367,"2022-04-13 10:22:45",591828
-6304,5042,-1383,"2022-04-13 10:22:45",592821
-6288,5042,-1360,"2022-04-13 10:22:45",593814
-6292,5060,-1359,"2022-04-13 10:22:45",594807
-6288,5070,-1336,"2022-04-13 10:22:45",595800
-6300,5070,-1327,"2022-04-13 10:22:45",596793
-6326,5065,-1340,"2022-04-13 10:22:45",597786
-6291,5054,-1339,"2022-04-13 10:22:45",598779
-6304,5046,-1357,"2022-04-13 10:22:45",599772
-6313,5041,-1365,"2022-04-13 10:22:45",600765
-6300,5057,-1360,"2022-04-13 10:22:45",601758
-6294,5042,-1351,"2022-04-13 10:22:45",602751
-6293,5038,-1350,"2022-04-13 10:22:45",603744
-6295,5062,-1373,"2022-04-13 10:22:45",604737
-6295,5062,-1372,"2022-04-13 10:22:45",605730
-6273,5064,-1367,"2022-04-13 10:22:45",606723
-6264,5060,-1380,"2022-04-13 10:22:45",607716
-6292,5024,-1376,"2022-04-13 10:22:45",608709
-6283,5041,-1360,"2022-04-13 10:22:45",609702
-6284,5063,-1372,"2022-04-13 10:22:45",610695
-6295,5053,-1382,"2022-04-13 10:22:45",611688
-6291,5050,-1397,"2022-04-13 10:22:45",612681
-6282,5048,-1390,"2022-04-13 10:22:45",613674
-6295,5041,-1382,"2022-04-13 10:22:45",614667
-6280,5036,-1380,"2022-04-13 10:22:45",615660
-6291,5050,-1386,"2022-04-13 10:22:45",616653
-6294,5060,-1381,"2022-04-13 10:22:45",617646
-6296,5063,-1364,"2022-04-13 10:22:45",618639
-6279,5061,-1360,"2022-04-13 10:22:45",619632
-6271,5059,-1352,"2022-04-13 10:22:45",620625
-6281,5053,-1370,"2022-04-13 10:22:45",621618
-6255,5050,-1350,"2022-04-13 10:22:45",622611
-6289,5055,-1368,"2022-04-13 10:22:45",623604
-6272,5045,-1374,"2022-04-13 10:22:45",624597
-6284,5038,-1412,"2022-04-13 10:22:45",625590
-6274,5030,-1380,"2022-04-13 10:22:45",626583
-6257,5059,-1370,"2022-04-13 10:22:45",627576
-6268,5041,-1374,"2022-04-13 10:22:45",628569
-6298,5034,-1371,"2022-04-13 10:22:45",629562
-6286,5066,-1362,"2022-04-13 10:22:45",630555
-6289,5052,-1380,"2022-04-13 10:22:45",631548
-6261,5076,-1358,"2022-04-13 10:22:45",632541
-6267,5054,-1350,"2022-04-13 10:22:45",633534
-6272,5044,-1374,"2022-04-13 10:22:45",634527
-6284,5023,-1394,"2022-04-13 10:22:45",635520
-6272,5044,-1356,"2022-04-13 10:22:45",636513
-6278,5065,-1360,"2022-04-13 10:22:45",637506
-6283,5040,-1377,"2022-04-13 10:22:45",638499
-6279,5050,-1360,"2022-04-13 10:22:45",639492
-6272,5072,-1388,"2022-04-13 10:22:45",640485
-6292,5044,-1387,"2022-04-13 10:22:45",641478
-6272,5048,-1398,"2022-04-13 10:22:45",642471
-6278,5031,-1359,"2022-04-13 10:22:45",643464
-6307,5044,-1350,"2022-04-13 10:22:45",644457
-6292,5036,-1370,"2022-04-13 10:22:45",645450
-6281,5045,-1365,"2022-04-13 10:22:45",646443
-6282,5056,-1389,"2022-04-13 10:22:45",647436
-6302,5046,-1366,"2022-04-13 10:22:45",648429
-6286,5022,-1370,"2022-04-13 10:22:45",649422
-6280,5034,-1356,"2022-04-13 10:22:45",650415
-6278,5051,-1387,"2022-04-13 10:22:45",651408
-6289,5027,-1390,"2022-04-13 10:22:45",652401
-6292,5041,-1384,"2022-04-13 10:22:45",653394
-6281,5043,-1391,"2022-04-13 10:22:45",654387
-6278,5030,-1385,"2022-04-13 10:22:45",655380
-6279,5058,-1352,"2022-04-13 10:22:45",656373
-6290,5054,-1341,"2022-04-13 10:22:45",657366
-6259,5030,-1340,"2022-04-13 10:22:45",658359
-6284,5045,-1352,"2022-04-13 10:22:45",659352
-6285,5059,-1370,"2022-04-13 10:22:45",660345
-6289,5046,-1353,"2022-04-13 10:22:45",661338
-6312,5049,-1366,"2022-04-13 10:22:45",662331
-6294,5051,-1372,"2022-04-13 10:22:45",663324
-6278,5020,-1378,"2022-04-13 10:22:45",664317
-6294,5040,-1364,"2022-04-13 10:22:45",665310
-6292,5063,-1348,"2022-04-13 10:22:45",666303
-6285,5046,-1360,"2022-04-13 10:22:45",667296
-6290,5039,-1360,"2022-04-13 10:22:45",668289
-6265,5038,-1352,"2022-04-13 10:22:45",669282
-6295,5048,-1356,"2022-04-13 10:22:45",670275
-6279,5051,-1370,"2022-04-13 10:22:45",671268
-6284,5070,-1376,"2022-04-13 10:22:45",672261
-6300,5047,-1380,"2022-04-13 10:22:45",673254
-6287,5064,-1365,"2022-04-13 10:22:45",674247
-6310,5060,-1368,"2022-04-13 10:22:45",675240
-6284,5059,-1346,"2022-04-13 10:22:45",676233
-6262,5056,-1394,"2022-04-13 10:22:45",677226
-6278,5072,-1385,"2022-04-13 10:22:45",678219
-6290,5060,-1380,"2022-04-13 10:22:45",679212
-6298,5036,-1390,"2022-04-13 10:22:45",680205
-6291,5054,-1357,"2022-04-13 10:22:45",681198
-6298,5049,-1360,"2022-04-13 10:22:45",682191
-6298,5043,-1384,"2022-04-13 10:22:45",683184
-6298,5054,-1398,"2022-04-13 10:22:45",684177
-6312,5042,-1386,"2022-04-13 10:22:45",685170
-6293,5052,-1390,"2022-04-13 10:22:45",686163
-6324,5050,-1350,"2022-04-13 10:22:45",687156
-6278,5050,-1346,"2022-04-13 10:22:45",688149
-6287,5050,-1366,"2022-04-13 10:22:45",689142
-6308,5051,-1360,"2022-04-13 10:22:45",690135
-6304,5038,-1358,"2022-04-13 10:22:45",691128
-6279,5034,-1365,"2022-04-13 10:22:45",692121
-6278,5059,-1344,"2022-04-13 10:22:45",693114
-6274,5046,-1341,"2022-04-13 10:22:45",694107
-6285,5038,-1374,"2022-04-13 10:22:45",695100
-6299,5038,-1372,"2022-04-13 10:22:45",696093
-6303,5035,-1359,"2022-04-13 10:22:45",697086
-6267,5036,-1358,"2022-04-13 10:22:45",698079
-6279,5042,-1355,"2022-04-13 10:22:45",699072
-6283,5040,-1365,"2022-04-13 10:22:45",700065
-6281,5058,-1362,"2022-04-13 10:22:45",701058
-6267,5046,-1329,"2022-04-13 10:22:45",702051
-6262,5050,-1386,"2022-04-13 10:22:45",703044
-6285,5042,-1374,"2022-04-13 10:22:45",704037
-6304,5054,-1355,"2022-04-13 10:22:45",705030
-6296,5042,-1371,"2022-04-13 10:22:45",706023
-6294,5030,-1362,"2022-04-13 10:22:45",707016
-6271,5036,-1402,"2022-04-13 10:22:45",708009
-6266,5038,-1399,"2022-04-13 10:22:45",709002
-6314,5018,-1358,"2022-04-13 10:22:45",709995
-6293,5046,-1355,"2022-04-13 10:22:45",710988
-6282,5033,-1374,"2022-04-13 10:22:45",711981
-6293,5044,-1384,"2022-04-13 10:22:45",712974
-6298,5060,-1368,"2022-04-13 10:22:45",713967
-6296,5066,-1382,"2022-04-13 10:22:45",714960
-6299,5043,-1353,"2022-04-13 10:22:45",715953
-6290,5065,-1358,"2022-04-13 10:22:45",716946
-6286,5044,-1355,"2022-04-13 10:22:45",717939
-6294,5049,-1374,"2022-04-13 10:22:45",718932
-6291,5036,-1370,"2022-04-13 10:22:45",719925
-6296,5036,-1348,"2022-04-13 10:22:45",720918
-6293,5028,-1349,"2022-04-13 10:22:45",721911
-6305,5019,-1359,"2022-04-13 10:22:45",722904
-6297,5019,-1367,"2022-04-13 10:22:45",723897
-6280,5034,-1381,"2022-04-13 10:22:45",724890
-6274,5025,-1370,"2022-04-13 10:22:45",725883
-6288,5034,-1360,"2022-04-13 10:22:45",726876
-6272,5048,-1350,"2022-04-13 10:22:45",727869
-6299,5064,-1353,"2022-04-13 10:22:45",728862
-6298,5065,-1372,"2022-04-13 10:22:45",729855
-6282,5072,-1355,"2022-04-13 10:22:45",730848
-6294,5060,-1357,"2022-04-13 10:22:45",731841
-6292,5056,-1376,"2022-04-13 10:22:45",732834
-6295,5034,-1379,"2022-04-13 10:22:45",733827
-6299,5041,-1366,"2022-04-13 10:22:45",734820
-6298,5048,-1361,"2022-04-13 10:22:45",735813
-6278,5052,-1345,"2022-04-13 10:22:45",736806
-6285,5047,-1355,"2022-04-13 10:22:45",737799
-6297,5046,-1360,"2022-04-13 10:22:45",738792
-6303,5060,-1380,"2022-04-13 10:22:45",739785
-6317,5047,-1368,"2022-04-13 10:22:45",740778
-6304,5064,-1394,"2022-04-13 10:22:45",741771
-6313,5070,-1366,"2022-04-13 10:22:45",742764
-6288,5042,-1380,"2022-04-13 10:22:45",743757
-6299,5050,-1368,"2022-04-13 10:22:45",744750
-6305,5054,-1361,"2022-04-13 10:22:45",745743
-6274,5048,-1378,"2022-04-13 10:22:45",746736
-6297,5036,-1376,"2022-04-13 10:22:45",747729
-6318,5042,-1362,"2022-04-13 10:22:45",748722
-6297,5072,-1374,"2022-04-13 10:22:45",749715
-6296,5054,-1361,"2022-04-13 10:22:45",750708
-6286,5070,-1344,"2022-04-13 10:22:45",751701
-6294,5043,-1370,"2022-04-13 10:22:45",752694
-6305,5051,-1383,"2022-04-13 10:22:45",753687
-6292,5047,-1402,"2022-04-13 10:22:45",754680
-6286,5065,-1384,"2022-04-13 10:22:45",755673
-6321,5038,-1370,"2022-04-13 10:22:45",756666
-6308,5014,-1382,"2022-04-13 10:22:45",757659
-6299,5039,-1388,"2022-04-13 10:22:45",758652
-6296,5057,-1378,"2022-04-13 10:22:45",759645
-6309,5050,-1356,"2022-04-13 10:22:45",760638
-6283,5038,-1360,"2022-04-13 10:22:45",761631
-6281,5069,-1356,"2022-04-13 10:22:45",762624
-6269,5048,-1366,"2022-04-13 10:22:45",763617
-6268,5064,-1357,"2022-04-13 10:22:45",764610
-6302,5060,-1360,"2022-04-13 10:22:45",765603
-6297,5042,-1374,"2022-04-13 10:22:45",766596
-6284,5050,-1378,"2022-04-13 10:22:45",767589
-6304,5054,-1373,"2022-04-13 10:22:45",768582
-6309,5030,-1382,"2022-04-13 10:22:45",769575
-6303,5034,-1368,"2022-04-13 10:22:45",770568
-6288,5041,-1360,"2022-04-13 10:22:45",771561
-6313,5070,-1366,"2022-04-13 10:22:45",772554
-6283,5038,-1360,"2022-04-13 10:22:45",773547
-6288,5050,-1360,"2022-04-13 10:22:45",774540
-6300,5055,-1354,"2022-04-13 10:22:45",775533
-6276,5060,-1351,"2022-04-13 10:22:45",776526
-6304,5044,-1384,"2022-04-13 10:22:45",777519
-6282,5054,-1390,"2022-04-13 10:22:45",778512
-6286,5070,-1381,"2022-04-13 10:22:45",779505
-6272,5044,-1377,"2022-04-13 10:22:45",780498
-6294,5047,-1379,"2022-04-13 10:22:45",781491
-6291,5049,-1382,"2022-04-13 10:22:45",782484
-6309,5052,-1381,"2022-04-13 10:22:45",783477
-6292,5062,-1362,"2022-04-13 10:22:45",784470
-6296,5049,-1376,"2022-04-13 10:22:45",785463
-6290,5050,-1366,"2022-04-13 10:22:45",786456
-6288,5010,-1360,"2022-04-13 10:22:45",787449
-6268,5055,-1360,"2022-04-13 10:22:45",788442
-6284,5067,-1340,"2022-04-13 10:22:45",789435
-6296,5035,-1404,"2022-04-13 10:22:45",790428
-6298,5054,-1386,"2022-04-13 10:22:45",791421
-6288,5066,-1386,"2022-04-13 10:22:45",792414
-6280,5060,-1361,"2022-04-13 10:22:45",793407
-6280,5064,-1370,"2022-04-13 10:22:45",794400
-6286,5058,-1372,"2022-04-13 10:22:45",795393
-6280,5065,-1371,"2022-04-13 10:22:45",796386
-6294,5059,-1356,"2022-04-13 10:22:45",797379
-6297,5040,-1375,"2022-04-13 10:22:45",798372
-6293,5055,-1380,"2022-04-13 10:22:45",799365
-6272,5040,-1379,"2022-04-13 10:22:45",800358
-6270,5033,-1368,"2022-04-13 10:22:45",801351
-6278,5007,-1380,"2022-04-13 10:22:45",802344
-6292,5067,-1371,"2022-04-13 10:22:45",803337
-6295,5070,-1369,"2022-04-13 10:22:45",804330
-6292,5048,-1364,"2022-04-13 10:22:45",805323
-6294,5039,-1391,"2022-04-13 10:22:45",806316
-6263,5054,-1385,"2022-04-13 10:22:45",807309
-6303,5049,-1367,"2022-04-13 10:22:45",808302
-6276,5042,-1354,"2022-04-13 10:22:45",809295
-6272,5054,-1350,"2022-04-13 10:22:45",810288
-6288,5056,-1355,"2022-04-13 10:22:45",811281
-6262,5044,-1376,"2022-04-13 10:22:45",812274
-6290,5042,-1376,"2022-04-13 10:22:45",813267
-6303,5043,-1376,"2022-04-13 10:22:45",814260
-6278,5035,-1376,"2022-04-13 10:22:45",815253
-6286,5038,-1382,"2022-04-13 10:22:45",816246
-6295,5044,-1370,"2022-04-13 10:22:45",817239
-6290,5034,-1372,"2022-04-13 10:22:45",818232
-6285,5037,-1390,"2022-04-13 10:22:45",819225
-6288,5039,-1362,"2022-04-13 10:22:45",820218
-6304,5059,-1374,"2022-04-13 10:22:45",821211
-6318,5042,-1388,"2022-04-13 10:22:45",822204
-6301,5036,-1400,"2022-04-13 10:22:45",823197
-6324,5030,-1359,"2022-04-13 10:22:45",824190
-6320,5024,-1355,"2022-04-13 10:22:45",825183
-6302,5040,-1367,"2022-04-13 10:22:45",826176
-6321,5065,-1392,"2022-04-13 10:22:45",827169
-6328,5059,-1401,"2022-04-13 10:22:45",828162
-6326,5050,-1358,"2022-04-13 10:22:45",829155
-6321,5050,-1364,"2022-04-13 10:22:45",830148
-6295,5046,-1382,"2022-04-13 10:22:45",831141
-6289,5048,-1381,"2022-04-13 10:22:45",832134
-6291,5049,-1379,"2022-04-13 10:22:45",833127
-6286,5076,-1355,"2022-04-13 10:22:45",834120
-6298,5061,-1379,"2022-04-13 10:22:45",835113
-6295,5039,-1369,"2022-04-13 10:22:45",836106
-6285,5053,-1363,"2022-04-13 10:22:45",837099
-6295,5054,-1334,"2022-04-13 10:22:45",838092
-6318,5064,-1334,"2022-04-13 10:22:45",839085
-6293,5064,-1335,"2022-04-13 10:22:45",840078
-6292,5058,-1369,"2022-04-13 10:22:45",841071
-6291,5070,-1368,"2022-04-13 10:22:45",842064
-6290,5070,-1370,"2022-04-13 10:22:45",843057
-6274,5054,-1377,"2022-04-13 10:22:45",844050
-6298,5044,-1370,"2022-04-13 10:22:45",845043
-6294,5050,-1372,"2022-04-13 10:22:45",846036
-6310,5029,-1386,"2022-04-13 10:22:45",847029
-6303,5024,-1355,"2022-04-13 10:22:45",848022
-6295,5043,-1360,"2022-04-13 10:22:45",849015
-6298,5046,-1370,"2022-04-13 10:22:45",850008
-6321,5036,-1346,"2022-04-13 10:22:45",851001
-6283,5042,-1369,"2022-04-13 10:22:45",851994
-6292,5054,-1398,"2022-04-13 10:22:45",852987
-6301,5026,-1398,"2022-04-13 10:22:45",853980
-6287,5064,-1371,"2022-04-13 10:22:45",854973
-6266,5061,-1392,"2022-04-13 10:22:45",855966
-6279,5049,-1403,"2022-04-13 10:22:45",856959
-6295,5048,-1391,"2022-04-13 10:22:45",857952
-6302,5041,-1365,"2022-04-13 10:22:45",858945
-6300,5042,-1384,"2022-04-13 10:22:45",859938
-6306,5022,-1372,"2022-04-13 10:22:45",860931
-6298,5041,-1386,"2022-04-13 10:22:45",861924
-6294,5033,-1376,"2022-04-13 10:22:45",862917
-6293,5033,-1372,"2022-04-13 10:22:45",863910
-6278,5041,-1350,"2022-04-13 10:22:45",864903
-6312,5044,-1349,"2022-04-13 10:22:45",865896
-6320,5030,-1359,"2022-04-13 10:22:45",866889
-6320,5049,-1368,"2022-04-13 10:22:45",867882
-6304,5033,-1370,"2022-04-13 10:22:45",868875
-6288,5032,-1383,"2022-04-13 10:22:45",869868
-6298,5020,-1394,"2022-04-13 10:22:45",870861
-6287,5047,-1394,"2022-04-13 10:22:45",871854
-6295,5054,-1375,"2022-04-13 10:22:45",872847
-6303,5036,-1382,"2022-04-13 10:22:45",873840
-6307,5039,-1411,"2022-04-13 10:22:45",874833
-6295,5036,-1385,"2022-04-13 10:22:45",875826
-6296,5038,-1390,"2022-04-13 10:22:45",876819
-6294,5035,-1373,"2022-04-13 10:22:45",877812
-6288,5032,-1390,"2022-04-13 10:22:45",878805
-6275,5063,-1382,"2022-04-13 10:22:45",879798
-6278,5045,-1347,"2022-04-13 10:22:45",880791
-6288,5030,-1350,"2022-04-13 10:22:45",881784
-6289,5024,-1365,"2022-04-13 10:22:45",882777
-6305,5040,-1360,"2022-04-13 10:22:45",883770
-6282,5038,-1373,"2022-04-13 10:22:45",884763
-6311,5036,-1366,"2022-04-13 10:22:45",885756
-6304,5050,-1386,"2022-04-13 10:22:45",886749
-6307,5024,-1369,"2022-04-13 10:22:45",887742
-6305,5013,-1395,"2022-04-13 10:22:45",888735
-6296,5039,-1390,"2022-04-13 10:22:45",889728
-6289,5071,-1381,"2022-04-13 10:22:45",890721
-6296,5038,-1396,"2022-04-13 10:22:45",891714
-6276,5019,-1387,"2022-04-13 10:22:45",892707
-6272,5046,-1390,"2022-04-13 10:22:45",893700
-6300,5073,-1379,"2022-04-13 10:22:45",894693
-6285,5054,-1354,"2022-04-13 10:22:45",895686
-6293,5044,-1380,"2022-04-13 10:22:45",896679
-6286,5017,-1390,"2022-04-13 10:22:45",897672
-6319,5026,-1355,"2022-04-13 10:22:45",898665
-6303,5037,-1349,"2022-04-13 10:22:45",899658
-6265,5035,-1350,"2022-04-13 10:22:45",900651
-6294,5046,-1357,"2022-04-13 10:22:45",901644
-6284,5042,-1398,"2022-04-13 10:22:45",902637
-6296,5039,-1403,"2022-04-13 10:22:45",903630
-6272,5045,-1360,"2022-04-13 10:22:45",904623
-6294,5041,-1383,"2022-04-13 10:22:45",905616
-6303,5060,-1360,"2022-04-13 10:22:45",906609
-6298,5057,-1375,"2022-04-13 10:22:45",907602
-6293,5039,-1397,"2022-04-13 10:22:45",908595
-6315,5041,-1390,"2022-04-13 10:22:45",909588
-6300,5034,-1402,"2022-04-13 10:22:45",910581
-6282,5036,-1393,"2022-04-13 10:22:45",911574
-6294,5050,-1403,"2022-04-13 10:22:45",912567
-6294,5038,-1380,"2022-04-13 10:22:45",913560
-6294,5046,-1375,"2022-04-13 10:22:45",914553
-6295,5062,-1379,"2022-04-13 10:22:45",915546
-6280,5026,-1386,"2022-04-13 10:22:45",916539
-6290,5047,-1385,"2022-04-13 10:22:45",917532
-6294,5034,-1358,"2022-04-13 10:22:45",918525
-6317,5032,-1353,"2022-04-13 10:22:45",919518
-6301,5034,-1402,"2022-04-13 10:22:45",920511
-6327,5034,-1390,"2022-04-13 10:22:45",921504
-6318,5038,-1394,"2022-04-13 10:22:45",922497
-6293,5044,-1386,"2022-04-13 10:22:45",923490
-6272,5012,-1383,"2022-04-13 10:22:45",924483
-6272,5039,-1374,"2022-04-13 10:22:45",925476
-6262,5041,-1370,"2022-04-13 10:22:45",926469
-6285,5065,-1360,"2022-04-13 10:22:45",927462
-6306,5054,-1352,"2022-04-13 10:22:45",928455
-6325,5044,-1348,"2022-04-13 10:22:45",929448
-6306,5059,-1374,"2022-04-13 10:22:45",930441
-6299,5049,-1379,"2022-04-13 10:22:45",931434
-6303,5016,-1371,"2022-04-13 10:22:45",932427
-6324,5031,-1384,"2022-04-13 10:22:45",933420
-6301,5041,-1397,"2022-04-13 10:22:45",934413
-6281,5044,-1394,"2022-04-13 10:22:45",935406
-6298,5050,-1350,"2022-04-13 10:22:45",936399
-6320,5050,-1387,"2022-04-13 10:22:45",937392
-6314,5056,-1390,"2022-04-13 10:22:45",938385
-6315,5068,-1380,"2022-04-13 10:22:45",939378
-6297,5060,-1371,"2022-04-13 10:22:45",940371
-6309,5064,-1354,"2022-04-13 10:22:45",941364
-6326,5041,-1341,"2022-04-13 10:22:45",942357
-6308,5041,-1370,"2022-04-13 10:22:45",943350
-6294,5038,-1365,"2022-04-13 10:22:45",944343
-6308,5033,-1376,"2022-04-13 10:22:45",945336
-6304,5059,-1359,"2022-04-13 10:22:45",946329
-6296,5052,-1368,"2022-04-13 10:22:45",947322
-6293,5045,-1366,"2022-04-13 10:22:45",948315
-6294,5054,-1366,"2022-04-13 10:22:45",949308
-6291,5061,-1384,"2022-04-13 10:22:45",950301
-6283,5059,-1402,"2022-04-13 10:22:45",951294
-6297,5051,-1374,"2022-04-13 10:22:45",952287
-6306,5032,-1385,"2022-04-13 10:22:45",953280
-6304,5054,-1400,"2022-04-13 10:22:45",954273
-6310,5058,-1390,"2022-04-13 10:22:45",955266
-6298,5054,-1404,"2022-04-13 10:22:45",956259
-6299,5043,-1389,"2022-04-13 10:22:45",957252
-6288,5034,-1364,"2022-04-13 10:22:45",958245
-6290,5047,-1369,"2022-04-13 10:22:45",959238
-6291,5054,-1374,"2022-04-13 10:22:45",960231
-6308,5037,-1377,"2022-04-13 10:22:45",961224
-6309,5041,-1398,"2022-04-13 10:22:45",962217
-6296,5049,-1381,"2022-04-13 10:22:45",963210
-6297,5056,-1362,"2022-04-13 10:22:45",964203
-6308,5052,-1352,"2022-04-13 10:22:45",965196
-6304,5060,-1366,"2022-04-13 10:22:45",966189
-6303,5040,-1376,"2022-04-13 10:22:45",967182
-6283,5039,-1388,"2022-04-13 10:22:45",968175
-6269,5046,-1400,"2022-04-13 10:22:45",969168
-6294,5058,-1408,"2022-04-13 10:22:45",970161
-6286,5037,-1363,"2022-04-13 10:22:45",971154
-6292,5050,-1353,"2022-04-13 10:22:45",972147
-6294,5076,-1380,"2022-04-13 10:22:45",973140
-6300,5043,-1392,"2022-04-13 10:22:45",974133
-6283,5049,-1388,"2022-04-13 10:22:45",975126
-6294,5062,-1350,"2022-04-13 10:22:45",976119
-6298,5047,-1361,"2022-04-13 10:22:45",977112
-6293,5054,-1380,"2022-04-13 10:22:45",978105
-6288,5054,-1367,"2022-04-13 10:22:45",979098
-6305,5050,-1383,"2022-04-13 10:22:45",980091
-6278,5033,-1379,"2022-04-13 10:22:45",981084
